recipe_id,name,name_ar,category,cuisine,difficulty,dietary_goal,meal_occasion,prep_time_min,cook_time_min,minutes,n_steps,n_ingredients,servings,calories,protein_g,carbohydrates_g,fat_g,saturated_fat_g,fiber_g,sugar_g,sodium_mg,cholesterol_mg,vitamin_c_mg,calcium_mg,iron_mg,is_vegan,is_vegetarian,allergens,health_score,protein_density,glycemic_index_level,calorie_category,macro_balance_label,bmi_suitability,budget_level,avg_rating,review_count
100448,Turkey Lettuce Wraps,لفائف الخس بالديك الرومي,Light Meal,Asian,Easy,Keto / Low Carb,Dinner,10.0,10.0,20,7,8,4,231,23.9,8.7,10.3,3.3,2.2,2.8,537.0,78.0,,40.0,1.9,0,0,Dairy|Nuts|Soy,50.5,10.35,Low,Low,High Protein,Overweight,Low,,5.0
100449,Boiled Eggs with Avocado,بيض مسلوق مع أفوكادو,Breakfast,International,Very Easy,Keto,Breakfast,2.0,7.0,9,4,6,2,318,14.8,8.1,24.1,8.3,5.6,0.7,299.0,363.0,9.8,,1.9,0,1,Eggs,50.2,4.65,Low,Low,High Fat / Keto,Overweight,Low,3.0,2.0
100450,Shrimp Stir Fry,روبيان مقلي,Main Course,Asian,Easy,High Protein / Low Cal,Dinner,13.0,9.0,22,6,9,6,270,31.5,19.6,9.7,3.0,3.4,4.6,675.0,198.0,16.7,92.0,3.1,0,0,Nuts|Soy|Seafood,53.2,11.67,Medium,Low,High Protein,Normal,Medium,4.25,4.0
100451,Quinoa Buddha Bowl,بودا بول الكينوا,Main Course,International,Medium,Vegan / Balanced,Dinner,,22.0,39,8,9,4,459,16.2,59.9,14.5,5.7,10.0,6.0,340.0,0.0,64.0,,4.8,1,1,None,60.5,3.53,High,Moderate,High Carb,Normal,Medium,3.67,3.0
100452,Lentil Soup,شوربة العدس,Soup,Middle Eastern,Easy,High Fiber / Budget,Lunch,11.0,38.0,49,10,11,4,259,18.9,50.1,4.3,1.4,13.8,5.1,599.0,0.0,15.1,91.0,5.4,1,1,None,63.1,7.3,High,Low,High Carb,Normal,Medium,5.0,2.0
100453,Veggie Omelette,عجة الخضار,Breakfast,International,Very Easy,Balanced,Breakfast,5.0,6.0,11,7,8,6,274,17.4,6.2,17.1,7.5,2.1,3.4,356.0,,23.7,90.0,2.5,0,1,Eggs,45.4,6.35,Low,Low,High Protein,Normal,Low,3.5,2.0
100454,Hummus with Vegetables,حمص مع الخضار,Snack,Middle Eastern,Very Easy,Healthy Snack,Snack,9.0,0.0,9,5,9,2,182,8.1,21.8,9.6,2.7,5.1,2.8,331.0,0.0,21.5,80.0,,1,1,None,58.2,4.45,Medium,Very Low,Mixed,Normal,Medium,4.0,5.0
100455,Spinach Lentil Dal,عدس بالسبانخ,Main Course,Indian,Easy,High Iron / Vegan,Dinner,10.0,30.0,40,9,10,2,1800,17.6,48.0,5.9,1.8,12.2,4.5,371.0,0.0,34.6,128.0,6.2,0,1,Dairy|Nuts,67.2,5.99,High,Low,High Carb,Normal,Medium,3.5,4.0
100456,Caprese Salad,سلطة كابريزي,Salad,Italian,Very Easy,Light / Healthy,Lunch,4.0,0.0,4,3,7,1,213,12.6,6.5,14.9,4.1,0.4,4.0,399.0,40.0,23.4,276.0,0.8,1,1,None,47.1,5.92,Low,Low,Mixed,Normal,Low,5.0,4.0
100457,Overnight Oats,شوفان بالليل,Breakfast,International,Very Easy,Sustained Energy,Breakfast,5.0,0.0,5,6,8,2,413,13.0,56.2,8.1,2.9,8.1,14.8,165.0,5.0,8.8,231.0,2.7,0,1,Dairy|Gluten|Nuts,57.7,3.15,High,Moderate,High Carb,Normal,Low,4.2,5.0
100458,Avocado Toast with Egg,توست الأفوكادو مع بيض,Breakfast,International,Very Easy,Balanced,Breakfast,6.0,4.0,10,5,8,2,355,14.8,28.6,22.9,7.0,,1.9,417.0,193.0,10.3,53.0,2.9,0,1,Eggs|Gluten,54.5,,Medium,Low,Mixed,Normal,Low,4.6,5.0
100459,Black Bean Tacos,تاكو الفول الأسود,Main Course,Mexican,Easy,Vegan / Budget,Lunch,11.0,,19,8,10,4,429,15.8,57.3,9.2,4.0,11.5,3.9,556.0,0.0,,106.0,4.8,1,1,None,58.3,3.68,High,Moderate,High Carb,Normal,Medium,4.0,2.0
100460,Mushroom Risotto,ريزوتو الفطر,Main Course,Italian,Medium,Comfort Food,Dinner,9.0,37.0,46,13,10,2,444,15.1,63.7,12.6,5.1,3.2,3.7,543.0,19.0,3.4,84.0,3.2,0,1,Dairy,46.0,3.4,High,Moderate,High Carb,Normal,Medium,4.25,4.0
100461,Chicken Vegetable Soup,شوربة الدجاج بالخضار,Soup,International,Easy,Immunity / Recovery,Lunch,12.0,33.0,45,9,11,1,247,29.4,21.4,7.4,2.5,4.0,4.7,648.0,80.0,34.6,60.0,2.3,0,0,None,56.6,11.9,Medium,Low,High Protein,Normal,Medium,4.0,3.0
100462,Tomato Basil Soup,شوربة الطماطم والريحان,Soup,Italian,Easy,Light / Vegan,Lunch,7.0,20.0,27,8,9,1,157,5.0,27.1,7.3,,4.8,12.3,512.0,0.0,34.7,59.0,2.1,0,1,Dairy,50.2,3.18,Medium,Very Low,High Carb,Normal,Medium,4.5,2.0
100463,Minestrone Soup,شوربة مينستروني,Soup,Italian,Easy,High Fiber / Balanced,Lunch,13.0,38.0,51,9,10,4,289,12.1,45.8,7.4,2.5,7.8,5.5,661.0,,25.3,80.0,3.1,1,1,Gluten,58.9,4.19,High,Low,High Carb,Normal,Medium,3.67,6.0
100464,Beef Stir Fry,لحم مقلي,Main Course,Asian,Easy,Muscle Gain,Dinner,11.0,19.0,30,9,10,2,428,35.2,26.6,16.9,6.0,2.8,5.1,802.0,85.0,13.6,40.0,3.7,0,0,Nuts|Soy,43.8,8.22,Medium,Moderate,High Protein,Underweight,Medium,4.67,3.0
100465,Lean Beef Rice Bowl,بول أرز باللحمة,Main Course,Asian Fusion,Easy,Muscle Gain / Bulking,Dinner,,24.0,32,8,10,2,422,33.5,62.4,13.0,5.5,3.2,5.6,751.0,83.0,,47.0,,0,0,Nuts|Soy,45.7,7.94,High,Moderate,Mixed,Underweight,Medium,3.8,
100466,Turkey Meatballs,كرات ديك رومي,Main Course,Italian,Easy,High Protein,Dinner,12.0,26.0,38,7,8,4,363,31.4,18.4,13.5,5.4,1.6,3.4,527.0,109.0,8.9,,2.2,0,0,Eggs|Gluten,45.1,8.65,Medium,Low,High Protein,Normal,Low,4.0,6.0
100467,Whole Wheat Pasta Turkey,مكرونة قمح بالديك الرومي,Main Course,Italian,Easy,Balanced,Dinner,8.0,27.0,35,12,9,2,544,36.2,57.4,10.2,2.9,5.7,6.8,606.0,80.0,18.9,90.0,3.5,0,0,Gluten,55.5,6.65,High,Moderate,Mixed,Normal,Medium,,4.0
100468,Stuffed Bell Peppers,فلفل محشي,Main Course,Mediterranean,Medium,Balanced,Dinner,25.0,42.0,67,8,9,2,416,22.4,42.6,13.1,5.2,5.2,7.3,490.0,64.0,78.6,63.0,2.9,0,0,Dairy,53.8,5.38,High,Moderate,Mixed,Normal,Medium,5.0,3.0
100469,Chicken Shawarma Bowl,بول شاورما الدجاج,Main Course,Middle Eastern,Easy,High Protein,Dinner,22.0,,33,8,9,4,481,40.3,42.9,13.7,4.9,,4.5,626.0,93.0,16.8,51.0,3.3,0,0,None,50.2,8.38,High,Moderate,High Protein,Normal,Medium,4.0,1.0
100470,Salmon Teriyaki,سالمون تيرياكي,Main Course,Japanese,Easy,Omega 3 / Healthy,Dinner,10.0,13.0,23,8,9,4,431,33.0,22.3,16.8,5.9,1.2,13.5,546.0,,5.6,35.0,1.4,0,0,Nuts|Soy|Seafood,36.8,7.66,Medium,Moderate,High Protein,Normal,Medium,3.5,4.0
100471,Chicken Tikka Masala,دجاج تيكا ماسالا,Main Course,Indian,Medium,Balanced,Dinner,25.0,28.0,53,12,11,1,375,34.6,25.3,17.7,4.8,2.6,6.4,532.0,79.0,17.7,77.0,3.6,0,0,Dairy,48.4,9.23,Medium,Low,High Protein,Normal,Medium,4.67,
100472,Zucchini Noodles with Pesto,نودلز الكوسا بالبيستو,Main Course,Italian,Easy,Low Carb / Keto,Lunch,11.0,4.0,15,4,9,1,313,10.2,13.1,22.1,5.9,4.2,5.4,340.0,16.0,23.5,,2.1,1,1,Nuts,49.8,3.26,Low,Low,Mixed,Overweight,Medium,,1.0
100473,Energy Balls,كرات الطاقة,Snack,International,Easy,Healthy Snack,Snack,19.0,0.0,19,5,7,6,133,4.4,16.9,4.6,1.5,1.7,7.8,44.0,0.0,0.9,27.0,1.1,0,1,Dairy|Gluten|Nuts,49.4,3.31,Medium,Very Low,High Carb,Normal,Low,4.0,1.0
100474,Chocolate Protein Balls,كرات بروتين بالشوكولاتة,Snack,International,Easy,Post Workout,Snack,13.0,0.0,13,6,7,2,93,5.2,11.8,4.2,1.5,1.4,6.7,42.0,0.0,2.9,20.0,0.8,0,1,Dairy|Gluten|Nuts,50.5,5.59,Low,Very Low,Mixed,Normal,Low,4.0,3.0
100475,Apple Peanut Butter,تفاح مع زبدة فول سوداني,Snack,International,Very Easy,Balanced Snack,Snack,3.0,0.0,3,2,3,2,233,5.7,25.2,11.0,3.3,3.2,18.4,136.0,0.0,9.1,23.0,0.6,0,1,Dairy|Nuts,43.6,2.45,Medium,Low,High Carb,Normal,Low,4.0,4.0
100476,Trail Mix,مكسرات وفواكه مجففة,Snack,International,Very Easy,Energy Boost,Snack,3.0,0.0,3,3,6,4,329,9.3,41.5,25.0,6.6,4.8,16.2,91.0,0.0,1.6,58.0,2.2,1,1,Nuts,43.9,2.83,High,Low,Mixed,Normal,Low,4.2,10.0
100477,Strawberry Protein Smoothie,سموذي الفراولة والبروتين,Beverage,International,Very Easy,Muscle Gain / Post Workout,Anytime,3.0,0.0,3,1,6,4,260,24.3,39.9,4.2,,4.3,20.2,,11.0,69.1,215.0,1.2,0,1,Dairy,58.1,9.35,High,Low,Mixed,Normal,Low,4.0,6.0
100478,Green Detox Smoothie,سموذي أخضر,Beverage,International,Very Easy,Detox / Weight Loss,Anytime,5.0,0.0,5,4,7,1,190,5.4,38.4,3.2,1.3,7.0,20.0,106.0,0.0,125.7,73.0,2.3,0,1,None,59.3,,Medium,Very Low,High Carb,Overweight,Low,4.33,
100479,Banana Peanut Butter Smoothie,سموذي الموز وزبدة الفول,Beverage,International,Very Easy,Pre Workout / Energy,Anytime,3.0,0.0,3,1,7,2,416,13.9,50.1,12.3,3.3,5.7,24.2,196.0,11.0,11.2,184.0,,0,1,Dairy|Gluten|Nuts,49.8,3.34,High,Moderate,High Carb,Normal,Low,,4.0
100480,Mango Turmeric Smoothie,سموذي المانجو والكركم,Beverage,International,Very Easy,Anti-Inflammatory,Anytime,6.0,0.0,6,1,7,2,247,8.4,42.3,4.0,1.8,4.2,26.0,112.0,4.0,55.4,229.0,0.9,0,1,Dairy|Nuts,54.0,3.4,High,Low,High Carb,Normal,Low,4.67,3.0
100481,Berry Antioxidant Smoothie,سموذي التوت المضاد للأكسدة,Beverage,International,Very Easy,Immunity Boost,Anytime,3.0,0.0,3,4,6,1,208,7.8,40.8,2.8,0.7,6.4,26.1,101.0,6.0,32.6,135.0,1.1,0,1,Dairy|Nuts,57.8,3.75,Medium,Low,High Carb,Normal,Low,3.5,6.0
100482,Banana Nice Cream,آيس كريم الموز,Dessert,International,Very Easy,Healthy Dessert / Vegan,Dessert,5.0,0.0,5,3,2,4,136,1.9,26.4,0.5,0.2,,17.4,2.0,0.0,11.3,7.0,0.3,1,1,None,48.2,1.4,Medium,Very Low,High Carb,Normal,Low,5.0,3.0
100483,Chia Pudding,بودنج الشيا,Dessert/Snack,International,Very Easy,High Fiber / Omega 3,Snack,7.0,0.0,7,2,5,4,1800,11.0,34.7,13.1,4.8,14.4,19.2,123.0,5.0,3.5,235.0,2.2,0,1,Dairy|Nuts,52.9,4.26,Medium,Low,Mixed,Normal,Low,3.5,4.0
100484,Baked Cinnamon Apples,تفاح مخبوز بالقرفة,Dessert,International,Very Easy,Healthy Dessert,Dessert,5.0,20.0,25,7,6,4,158,0.9,44.3,1.9,0.5,4.9,28.9,9.0,0.0,7.7,,0.6,0,1,Dairy|Gluten,50.5,0.57,High,Very Low,High Carb,Normal,Low,4.0,2.0
100485,Falafel Wrap,سندويتش فلافل,Main Course,Middle Eastern,Medium,Vegan / Protein,Dinner,26.0,11.0,37,10,11,1,482,18.4,59.7,14.7,4.8,11.6,3.9,757.0,0.0,17.1,112.0,5.4,1,1,Gluten,55.7,3.82,High,Moderate,High Carb,Normal,Medium,4.25,4.0
100486,Tabbouleh Salad,سلطة التبولة,Salad,Middle Eastern,Easy,Light / Vegan,Lunch,11.0,0.0,11,6,9,6,165,5.4,28.9,6.8,2.7,5.9,4.1,416.0,0.0,37.1,69.0,3.0,1,1,Gluten,59.1,3.27,Medium,Very Low,High Carb,Normal,Medium,4.67,3.0
100487,Shakshuka,شكشوكة,Breakfast,Middle Eastern,Easy,Balanced,Breakfast,6.0,23.0,29,9,11,2,248,15.9,18.2,17.4,5.3,3.4,7.1,592.0,322.0,34.4,91.0,3.7,0,1,Eggs,48.8,6.41,Low,Low,Balanced Macro,Normal,Medium,4.0,3.0
100488,Meal Prep Chicken Rice,دجاج وأرز للميل بريب,Main Course,International,Easy,Muscle Gain / Meal Prep,Dinner,17.0,21.0,38,10,9,2,394,38.4,47.1,9.6,3.7,3.3,2.3,484.0,81.0,,39.0,2.0,0,0,None,52.1,9.75,High,Low,High Protein,Normal,Medium,4.5,2.0
100489,Overnight Oats 5 Ways,شوفان بالليل 5 وصفات,Breakfast,International,Very Easy,Meal Prep / Healthy,Breakfast,8.0,0.0,8,4,6,2,399,13.8,56.3,9.1,,7.9,18.4,179.0,9.0,11.8,257.0,2.7,0,1,Dairy|Gluten,56.5,3.46,High,Low,High Carb,Normal,Low,4.5,2.0
100490,Grilled Chicken Breast,صدر دجاج مشوي,Main Course,Mediterranean,Easy,High Protein / Weight Loss,Dinner,11.0,26.0,37,9,7,2,347,41.3,4.0,13.5,4.8,0.6,1.3,390.0,84.0,10.6,29.0,1.8,0,0,None,47.7,11.9,Low,Low,High Protein,Overweight,Low,,
100491,Egg White Omelette,عجة بياض البيض,Breakfast,International,Very Easy,High Protein / Low Cal,Breakfast,5.0,6.0,11,4,7,4,185,20.8,3.8,5.6,2.0,,2.4,279.0,10.0,7.9,58.0,1.4,0,1,Eggs,52.9,11.24,Low,Very Low,High Protein,Normal,Low,,3.0
100492,Tuna Salad Bowl,بول سلطة التونة,Salad,Mediterranean,Very Easy,Weight Loss,Lunch,12.0,0.0,12,5,7,1,168,26.2,7.9,6.5,2.7,3.1,4.6,502.0,45.0,29.1,35.0,1.8,0,0,Seafood,56.8,15.6,Low,Very Low,High Protein,Overweight,Low,4.0,
100493,Protein Pancakes,بانكيك البروتين,Breakfast,American,Very Easy,Muscle Gain,Breakfast,5.0,10.0,15,7,7,1,334,30.7,27.5,8.0,,2.8,7.0,246.0,174.0,2.2,,1.8,0,1,Dairy|Eggs|Gluten,52.1,9.19,Medium,Low,High Protein,Underweight,Low,2.5,2.0
100494,Greek Yogurt Parfait,بارفيه الزبادي اليوناني,Snack,International,Very Easy,Healthy Snack,Snack,6.0,0.0,6,4,6,4,296,23.3,37.7,7.6,1.9,3.7,22.3,92.0,14.0,17.4,337.0,1.6,0,1,Dairy,53.5,7.87,Medium,Low,Mixed,Normal,Low,,3.0
100495,Chicken Vegetable Stir Fry,دجاج مقلي بالخضار,Main Course,Asian,Easy,Balanced,Dinner,12.0,16.0,28,10,9,4,327,31.7,29.6,12.8,3.5,4.2,7.5,643.0,,50.9,65.0,2.6,0,0,Nuts|Soy,54.8,9.69,Medium,Low,High Protein,Normal,Medium,4.0,5.0
100496,Baked Salmon with Vegetables,سالمون مشوي بالخضار,Main Course,Western,Easy,Heart Health,Dinner,10.0,22.0,32,9,9,2,480,37.4,15.1,22.1,5.6,3.9,4.2,414.0,85.0,37.2,44.0,2.1,0,0,Seafood,52.3,7.79,Low,Moderate,High Protein,Normal,Medium,4.2,5.0
100497,Turkey Lettuce Wraps,لفائف الخس بالديك الرومي,Light Meal,Asian,Easy,Keto / Low Carb,Dinner,10.0,11.0,21,6,8,2,206,27.1,8.7,10.1,4.1,1.9,3.3,436.0,66.0,15.2,32.0,2.2,0,0,Dairy|Nuts|Soy,51.2,13.16,Low,Low,High Protein,Overweight,Low,3.33,3.0
100498,Boiled Eggs with Avocado,بيض مسلوق مع أفوكادو,Breakfast,International,Very Easy,Keto,Breakfast,2.0,11.0,13,5,6,6,335,15.3,9.8,24.6,,6.9,0.8,273.0,327.0,10.0,48.0,2.2,0,1,Eggs,53.4,4.57,Low,Low,Mixed,Overweight,Low,4.33,3.0
100499,Shrimp Stir Fry,روبيان مقلي,Main Course,Asian,Easy,High Protein / Low Cal,Dinner,11.0,10.0,21,8,9,4,316,31.4,18.0,9.2,2.9,2.7,4.8,681.0,225.0,21.0,100.0,,0,0,Nuts|Soy|Seafood,51.5,9.94,Medium,Low,High Protein,Normal,Medium,4.0,3.0
100500,Quinoa Buddha Bowl,بودا بول الكينوا,Main Course,International,Medium,Vegan / Balanced,Dinner,11.0,14.0,25,9,9,2,2200,18.4,55.5,13.0,5.1,9.3,8.2,309.0,0.0,48.8,114.0,4.1,1,1,None,60.4,4.4,High,Moderate,High Carb,Normal,Medium,2.5,
100501,Lentil Soup,شوربة العدس,Soup,Middle Eastern,Easy,High Fiber / Budget,Lunch,10.0,30.0,40,11,11,2,260,17.9,50.2,3.9,1.4,12.2,4.6,623.0,0.0,,75.0,5.3,1,1,None,62.9,6.88,High,Low,High Carb,Normal,Medium,4.4,5.0
100502,Veggie Omelette,عجة الخضار,Breakfast,International,Very Easy,Balanced,Breakfast,4.0,5.0,9,5,8,2,216,-5.0,6.3,15.8,4.1,1.8,3.1,354.0,358.0,21.1,78.0,2.0,0,1,Eggs,50.2,,Low,Low,High Protein,Normal,Low,3.0,1.0
100503,Hummus with Vegetables,حمص مع الخضار,Snack,Middle Eastern,Very Easy,Healthy Snack,Snack,8.0,0.0,8,5,9,1,215,8.6,23.4,10.3,,7.1,2.8,266.0,0.0,23.7,98.0,,1,1,None,62.1,4.0,Medium,Low,Mixed,Normal,Medium,4.75,4.0
100504,Spinach Lentil Dal,عدس بالسبانخ,Main Course,Indian,Easy,High Iron / Vegan,Dinner,8.0,21.0,29,7,10,6,341,17.0,50.7,5.8,1.7,12.5,3.3,393.0,0.0,33.1,113.0,6.6,0,1,Dairy|Nuts,67.1,4.99,High,Low,High Carb,Normal,Medium,4.5,4.0
100505,Caprese Salad,سلطة كابريزي,Salad,Italian,Very Easy,Light / Healthy,Lunch,5.0,,5,5,7,1,220,13.2,5.9,14.8,3.8,0.4,3.7,367.0,44.0,,280.0,0.9,1,1,None,47.7,6.0,Low,Low,Mixed,Normal,Low,4.67,3.0
100506,Overnight Oats,شوفان بالليل,Breakfast,International,Very Easy,Sustained Energy,Breakfast,5.0,0.0,5,5,8,1,331,12.9,61.5,9.4,,6.8,19.8,146.0,5.0,8.5,281.0,3.3,0,1,Dairy|Gluten|Nuts,53.3,3.9,High,Low,High Carb,Normal,Low,,6.0
100507,Avocado Toast with Egg,توست الأفوكادو مع بيض,Breakfast,International,Very Easy,Balanced,Breakfast,4.0,4.0,8,4,8,4,326,14.6,27.1,20.3,5.4,7.4,2.2,412.0,173.0,13.4,53.0,3.4,0,1,Eggs|Gluten,57.3,4.48,Medium,Low,Mixed,Normal,Low,,2.0
100508,Black Bean Tacos,تاكو الفول الأسود,Main Course,Mexican,Easy,Vegan / Budget,Lunch,9.0,8.0,17,8,10,6,401,16.9,54.7,10.4,3.2,16.4,4.1,523.0,0.0,16.1,119.0,5.0,1,1,None,60.3,4.21,High,Moderate,High Carb,Normal,Medium,3.5,6.0
100509,Mushroom Risotto,ريزوتو الفطر,Main Course,Italian,Medium,Comfort Food,Dinner,11.0,29.0,40,14,10,2,441,13.3,65.2,12.8,3.5,3.1,4.6,608.0,17.0,3.5,88.0,,0,1,Dairy,46.7,3.02,High,Moderate,High Carb,Normal,Medium,4.2,
100510,Chicken Vegetable Soup,شوربة الدجاج بالخضار,Soup,International,Easy,Immunity / Recovery,Lunch,,27.0,45,11,11,2,284,29.5,22.1,6.7,2.0,4.7,5.4,649.0,78.0,30.2,60.0,2.3,0,0,None,57.2,10.39,Medium,Low,High Protein,Normal,Medium,3.62,8.0
100511,Tomato Basil Soup,شوربة الطماطم والريحان,Soup,Italian,Easy,Light / Vegan,Lunch,7.0,24.0,31,9,9,2,190,5.5,28.4,6.4,,3.9,11.8,424.0,0.0,27.2,68.0,1.8,0,1,Dairy,50.1,2.89,Medium,Very Low,High Carb,Normal,Medium,4.0,3.0
100512,Minestrone Soup,شوربة مينستروني,Soup,Italian,Easy,High Fiber / Balanced,Lunch,19.0,24.0,43,9,10,1,281,11.8,40.6,6.9,2.6,8.5,4.9,560.0,5.0,,78.0,3.7,1,1,Gluten,60.3,4.2,Medium,Low,High Carb,Normal,Medium,,3.0
100513,Beef Stir Fry,لحم مقلي,Main Course,Asian,Easy,Muscle Gain,Dinner,16.0,17.0,33,7,10,2,385,32.8,23.6,17.2,5.0,2.9,4.2,716.0,99.0,16.2,45.0,3.6,0,0,Nuts|Soy,47.2,8.52,Medium,Low,High Protein,Underweight,Medium,4.5,2.0
100514,Lean Beef Rice Bowl,بول أرز باللحمة,Main Course,Asian Fusion,Easy,Muscle Gain / Bulking,Dinner,12.0,22.0,34,8,10,1,520,34.5,52.2,11.2,3.8,4.1,5.2,772.0,76.0,9.8,57.0,4.2,0,0,Nuts|Soy,49.1,6.63,High,Moderate,Mixed,Underweight,Medium,4.0,8.0
100515,Turkey Meatballs,كرات ديك رومي,Main Course,Italian,Easy,High Protein,Dinner,16.0,20.0,36,7,8,2,307,30.5,16.5,14.5,4.1,2.3,3.1,548.0,97.0,,66.0,2.5,0,0,Eggs|Gluten,49.3,,Low,Low,High Protein,Normal,Low,5.0,5.0
100516,Whole Wheat Pasta Turkey,مكرونة قمح بالديك الرومي,Main Course,Italian,Easy,Balanced,Dinner,11.0,21.0,32,11,9,6,520,35.0,59.4,9.7,4.1,6.5,6.6,649.0,,20.1,84.0,4.4,0,0,Gluten,55.5,6.73,High,Moderate,Mixed,Normal,Medium,4.33,6.0
100517,Stuffed Bell Peppers,فلفل محشي,Main Course,Mediterranean,Medium,Balanced,Dinner,16.0,35.0,51,11,9,6,336,24.9,43.9,10.8,4.8,7.1,9.1,,70.0,70.2,,3.1,0,0,Dairy,57.9,7.41,High,Low,Mixed,Normal,Medium,,2.0
100518,Chicken Shawarma Bowl,بول شاورما الدجاج,Main Course,Middle Eastern,Easy,High Protein,Dinner,25.0,13.0,38,8,9,1,516,40.9,39.3,15.1,,4.7,3.7,596.0,80.0,,61.0,3.3,0,0,None,52.3,7.93,Medium,Moderate,High Protein,Normal,Medium,4.5,2.0
100519,Salmon Teriyaki,سالمون تيرياكي,Main Course,Japanese,Easy,Omega 3 / Healthy,Dinner,11.0,13.0,24,8,9,4,445,36.0,24.9,15.9,4.9,,14.2,602.0,78.0,4.6,41.0,1.3,0,0,Nuts|Soy|Seafood,36.9,8.09,Medium,Moderate,High Protein,Normal,Medium,,4.0
100520,Chicken Tikka Masala,دجاج تيكا ماسالا,Main Course,Indian,Medium,Balanced,Dinner,26.0,31.0,57,13,11,4,401,34.1,25.5,16.7,5.8,3.5,6.7,580.0,82.0,15.5,70.0,,0,0,Dairy,47.3,8.5,Medium,Moderate,High Protein,Normal,Medium,4.5,
100521,Zucchini Noodles with Pesto,نودلز الكوسا بالبيستو,Main Course,Italian,Easy,Low Carb / Keto,Lunch,11.0,4.0,15,6,9,2,259,10.4,13.7,21.6,6.3,4.6,5.8,428.0,13.0,22.1,111.0,1.9,1,1,Nuts,48.8,4.02,Low,Low,Mixed,Overweight,Medium,4.0,7.0
100522,Energy Balls,كرات الطاقة,Snack,International,Easy,Healthy Snack,Snack,12.0,0.0,12,4,7,4,105,4.1,16.4,5.0,1.8,1.9,9.2,39.0,0.0,1.0,,0.9,0,1,Dairy|Gluten|Nuts,48.9,3.9,Low,Very Low,High Carb,Normal,Low,,8.0
100523,Chocolate Protein Balls,كرات بروتين بالشوكولاتة,Snack,International,Easy,Post Workout,Snack,19.0,0.0,19,4,7,1,83,4.6,13.0,4.2,1.1,1.5,5.7,41.0,0.0,3.4,22.0,,0,1,Dairy|Gluten|Nuts,51.8,5.54,Low,Very Low,Mixed,Normal,Low,,2.0
100524,Apple Peanut Butter,تفاح مع زبدة فول سوداني,Snack,International,Very Easy,Balanced Snack,Snack,2.0,0.0,2,1,3,2,205,6.6,25.8,10.2,4.4,,18.5,127.0,0.0,8.2,23.0,0.4,0,1,Dairy|Nuts,44.7,3.22,Medium,Low,High Carb,Normal,Low,4.6,5.0
100525,Trail Mix,مكسرات وفواكه مجففة,Snack,International,Very Easy,Energy Boost,Snack,2.0,0.0,2,0,6,2,357,9.6,41.7,21.6,9.4,5.0,21.5,71.0,0.0,1.6,,,1,1,Nuts,38.5,2.69,High,Low,Mixed,Normal,Low,3.5,2.0
100526,Strawberry Protein Smoothie,سموذي الفراولة والبروتين,Beverage,International,Very Easy,Muscle Gain / Post Workout,Anytime,4.0,0.0,4,1,6,6,282,28.5,40.4,4.3,1.5,4.1,24.8,137.0,11.0,90.4,180.0,1.3,0,1,Dairy,57.1,10.11,High,Low,Mixed,Normal,Low,3.67,3.0
100527,Green Detox Smoothie,سموذي أخضر,Beverage,International,Very Easy,Detox / Weight Loss,Anytime,6.0,0.0,6,1,7,6,179,-5.0,35.0,3.1,,5.7,18.2,97.0,,114.7,82.0,2.2,0,1,None,57.8,2.68,Medium,Very Low,High Carb,Overweight,Low,5.0,1.0
100528,Banana Peanut Butter Smoothie,سموذي الموز وزبدة الفول,Beverage,International,Very Easy,Pre Workout / Energy,Anytime,3.0,0.0,3,3,7,4,328,15.1,56.8,11.9,4.7,5.4,25.5,206.0,,9.9,209.0,1.4,0,1,Dairy|Gluten|Nuts,47.8,4.6,High,Low,High Carb,Normal,Low,4.5,
100529,Mango Turmeric Smoothie,سموذي المانجو والكركم,Beverage,International,Very Easy,Anti-Inflammatory,Anytime,6.0,0.0,6,2,7,4,1800,8.6,40.8,4.2,1.3,4.3,37.4,104.0,6.0,66.6,202.0,0.7,0,1,Dairy|Nuts,54.8,3.63,High,Low,High Carb,Normal,Low,,7.0
100530,Berry Antioxidant Smoothie,سموذي التوت المضاد للأكسدة,Beverage,International,Very Easy,Immunity Boost,Anytime,3.0,0.0,3,2,6,2,226,8.5,38.4,2.7,0.7,6.6,25.0,94.0,5.0,,171.0,1.1,0,1,Dairy|Nuts,59.2,,Medium,Low,High Carb,Normal,Low,4.0,
100531,Banana Nice Cream,آيس كريم الموز,Dessert,International,Very Easy,Healthy Dessert / Vegan,Dessert,4.0,0.0,4,2,2,2,106,2.1,25.6,0.5,0.2,3.1,18.2,2.0,0.0,12.9,6.0,0.3,1,1,None,49.3,,Medium,Very Low,High Carb,Normal,Low,,4.0
100532,Chia Pudding,بودنج الشيا,Dessert/Snack,International,Very Easy,High Fiber / Omega 3,Snack,12.0,0.0,12,3,5,6,245,9.0,37.1,11.0,3.2,11.4,13.7,119.0,6.0,4.4,,2.3,0,1,Dairy|Nuts,58.1,3.67,Medium,Low,High Carb,Normal,Low,4.22,9.0
100533,Baked Cinnamon Apples,تفاح مخبوز بالقرفة,Dessert,International,Very Easy,Healthy Dessert,Dessert,6.0,26.0,32,6,6,2,180,1.0,45.4,2.1,0.9,,31.2,8.0,0.0,6.6,20.0,0.4,0,1,Dairy|Gluten,51.1,0.56,High,Very Low,High Carb,Normal,Low,4.6,5.0
